ST 1(x),ST 2(y),Rank,Overlap,Overlap/ST 1,ST 1 RCs,ST 2 RCs
Agents,Organizations,1.1,---,---,8662,4848
Agents,ProtistsFungus,none,0,0.0%,8662,187
Agents,BiologicalProcesses,none,0,0.0%,8662,295
Agents,Geopolitical,1.1,---,---,8662,2049
Agents,Prokaryotes,none,0,0.0%,8662,273
Agents,TopicsCategories,26,12,0.1%,8662,1456
Agents,EconomicSystems,none,0,0.0%,8662,1159
Agents,EmergentKnowledge,none,1,0.0%,8662,179
Agents,InquiryMethods,none,0,0.0%,8662,652
Agents,LearningProcesses,none,0,0.0%,8662,1799
Agents,SocialSystems,15,768,8.9%,8662,5524
Agents,Society,15,767,8.9%,8662,4486
Agents,Artifacts,22,69,0.8%,8662,30947
Agents,FoodDrink,none,0,0.0%,8662,2175
Agents,Facilities,none,0,0.0%,8662,2063
Agents,Products,none,0,0.0%,8662,25534
Agents,PrimarySectorProduct,none,0,0.0%,8662,3383
Agents,SecondarySectorProduct,none,0,0.0%,8662,19662
Agents,TertiarySectorService,none,0,0.0%,8662,3258
Agents,Drugs,none,0,0.0%,8662,1701
Diseases,Times,none,0,0.0%,922,560
Diseases,TimeTypes,15,74,8.0%,922,8142
Diseases,EventTypes,15,74,8.0%,922,7679
Diseases,Chemistry,none,0,0.0%,922,881
Diseases,NaturalMatter,none,0,0.0%,922,2675
Diseases,AtomsElements,none,0,0.0%,922,508
Diseases,NaturalSubstances,none,0,0.0%,922,1796
Diseases,ActionTypes,15,91,9.9%,922,9514
Diseases,SituationTypes,2,872,94.6%,922,7049
Diseases,LocationPlace,none,0,0.0%,922,4396
Diseases,AreaRegion,none,0,0.0%,922,2079
Diseases,Places,none,0,0.0%,922,8063
Diseases,SpaceTypes,2,887,96.2%,922,33756
Diseases,Forms,24,3,0.3%,922,9159
Diseases,Shapes,20,15,1.6%,922,14707
Diseases,NaturalPhenomena,none,0,0.0%,922,959
Diseases,Information,none,0,0.0%,922,6050
Diseases,VisualInfo,none,0,0.0%,922,1085
Diseases,AVInfo,none,0,0.0%,922,1526
Diseases,WrittenInfo,none,0,0.0%,922,1909
Diseases,StructuredInfo,none,0,0.0%,922,2108
Diseases,AudioInfo,none,0,0.0%,922,453
Diseases,OrganicChemistry,20,16,1.7%,922,929
Diseases,LivingThings,1.1,---,---,922,11013
Diseases,Eukaryotes,19,19,2.1%,922,9593
Diseases,Plants,none,0,0.0%,922,2303
Diseases,Animals,20,16,1.7%,922,7087
Diseases,OrganicMatter,1.1,---,---,922,21374
Diseases,Persons,none,0,0.0%,922,3641
Diseases,Agents,none,0,0.0%,922,8662
Diseases,Diseases,0,---,---,922,922
Diseases,Organizations,none,0,0.0%,922,4848
Diseases,ProtistsFungus,24,3,0.3%,922,187
Diseases,BiologicalProcesses,20,15,1.6%,922,295
Diseases,Geopolitical,none,0,0.0%,922,2049
Diseases,Prokaryotes,none,0,0.0%,922,273
Diseases,TopicsCategories,24,3,0.3%,922,1456
Diseases,EconomicSystems,none,0,0.0%,922,1159
Diseases,EmergentKnowledge,none,0,0.0%,922,179
Diseases,InquiryMethods,25,2,0.2%,922,652
Diseases,LearningProcesses,19,22,2.4%,922,1799
Diseases,SocialSystems,19,23,2.5%,922,5524
Diseases,Society,none,0,0.0%,922,4486
Diseases,Artifacts,19,26,2.8%,922,30947
Diseases,FoodDrink,none,0,0.0%,922,2175
Diseases,Facilities,none,0,0.0%,922,2063
Diseases,Products,19,24,2.6%,922,25534
Diseases,PrimarySectorProduct,19,18,2.0%,922,3383
Diseases,SecondarySectorProduct,22,6,0.7%,922,19662
Diseases,TertiarySectorService,none,0,0.0%,922,3258
Diseases,Drugs,none,0,0.0%,922,1701
Organizations,Times,none,0,0.0%,4848,560
Organizations,TimeTypes,none,0,0.0%,4848,8142
Organizations,EventTypes,none,0,0.0%,4848,7679
Organizations,Chemistry,none,0,0.0%,4848,881
Organizations,NaturalMatter,none,0,0.0%,4848,2675
Organizations,AtomsElements,none,0,0.0%,4848,508
Organizations,NaturalSubstances,none,0,0.0%,4848,1796
Organizations,ActionTypes,23,26,0.5%,4848,9514
Organizations,SituationTypes,21,54,1.1%,4848,7049
Organizations,LocationPlace,8,2073,42.8%,4848,4396
Organizations,AreaRegion,16,304,6.3%,4848,2079
Organizations,Places,8,2090,43.1%,4848,8063
Organizations,SpaceTypes,2,4728,97.5%,4848,33756
Organizations,Forms,21,50,1.0%,4848,9159
Organizations,Shapes,none,0,0.0%,4848,14707
Organizations,NaturalPhenomena,none,0,0.0%,4848,959
Organizations,Information,none,0,0.0%,4848,6050
Organizations,VisualInfo,none,0,0.0%,4848,1085
Organizations,AVInfo,none,0,0.0%,4848,1526
Organizations,WrittenInfo,none,0,0.0%,4848,1909
Organizations,StructuredInfo,none,0,0.0%,4848,2108
Organizations,AudioInfo,none,0,0.0%,4848,453
Organizations,OrganicChemistry,none,0,0.0%,4848,929
Organizations,LivingThings,24,19,0.4%,4848,11013
Organizations,Eukaryotes,24,19,0.4%,4848,9593
Organizations,Plants,none,0,0.0%,4848,2303
Organizations,Animals,24,19,0.4%,4848,7087
Organizations,OrganicMatter,1.1,---,---,4848,21374
Organizations,Persons,21,49,1.0%,4848,3641
Organizations,Agents,1.1,---,---,4848,8662
Organizations,Diseases,none,0,0.0%,4848,922
Organizations,Organizations,0,---,---,4848,4848
Organizations,ProtistsFungus,none,0,0.0%,4848,187
Organizations,BiologicalProcesses,none,0,0.0%,4848,295
Organizations,Geopolitical,1.1,---,---,4848,2049
Organizations,Prokaryotes,none,0,0.0%,4848,273
Organizations,TopicsCategories,25,12,0.2%,4848,1456
Organizations,EconomicSystems,none,0,0.0%,4848,1159
Organizations,EmergentKnowledge,none,1,0.0%,4848,179
Organizations,InquiryMethods,none,0,0.0%,4848,652
Organizations,LearningProcesses,none,0,0.0%,4848,1799
Organizations,SocialSystems,23,28,0.6%,4848,5524
Organizations,Society,23,27,0.6%,4848,4486
Organizations,Artifacts,24,21,0.4%,4848,30947
Organizations,FoodDrink,none,0,0.0%,4848,2175
Organizations,Facilities,none,0,0.0%,4848,2063
Organizations,Products,none,0,0.0%,4848,25534
Organizations,PrimarySectorProduct,none,0,0.0%,4848,3383
Organizations,SecondarySectorProduct,none,0,0.0%,4848,19662
Organizations,TertiarySectorService,none,0,0.0%,4848,3258
Organizations,Drugs,none,0,0.0%,4848,1701
ProtistsFungus,Times,none,0,0.0%,187,560
ProtistsFungus,TimeTypes,none,0,0.0%,187,8142
ProtistsFungus,EventTypes,none,0,0.0%,187,7679
ProtistsFungus,Chemistry,none,0,0.0%,187,881
ProtistsFungus,NaturalMatter,none,0,0.0%,187,2675
ProtistsFungus,AtomsElements,none,0,0.0%,187,508
ProtistsFungus,NaturalSubstances,none,0,0.0%,187,1796
ProtistsFungus,ActionTypes,none,0,0.0%,187,9514
ProtistsFungus,SituationTypes,none,0,0.0%,187,7049
ProtistsFungus,LocationPlace,none,0,0.0%,187,4396
ProtistsFungus,AreaRegion,none,0,0.0%,187,2079
ProtistsFungus,Places,none,0,0.0%,187,8063
ProtistsFungus,SpaceTypes,none,0,0.0%,187,33756
ProtistsFungus,Forms,15,18,9.6%,187,9159
ProtistsFungus,Shapes,11,52,27.8%,187,14707
ProtistsFungus,NaturalPhenomena,none,0,0.0%,187,959
ProtistsFungus,Information,none,0,0.0%,187,6050
ProtistsFungus,VisualInfo,none,0,0.0%,187,1085
ProtistsFungus,AVInfo,none,0,0.0%,187,1526
ProtistsFungus,WrittenInfo,none,0,0.0%,187,1909
ProtistsFungus,StructuredInfo,none,0,0.0%,187,2108
ProtistsFungus,AudioInfo,none,0,0.0%,187,453
ProtistsFungus,OrganicChemistry,none,0,0.0%,187,929
ProtistsFungus,LivingThings,1.1,---,---,187,11013
ProtistsFungus,Eukaryotes,1.1,---,---,187,9593
ProtistsFungus,Plants,none,0,0.0%,187,2303
ProtistsFungus,Animals,none,0,0.0%,187,7087
ProtistsFungus,OrganicMatter,1.1,---,---,187,21374
ProtistsFungus,Persons,none,0,0.0%,187,3641
ProtistsFungus,Agents,none,0,0.0%,187,8662
ProtistsFungus,Diseases,20,3,1.6%,187,922
ProtistsFungus,Organizations,none,0,0.0%,187,4848
ProtistsFungus,ProtistsFungus,0,---,---,187,187
ProtistsFungus,BiologicalProcesses,none,0,0.0%,187,295
ProtistsFungus,Geopolitical,none,0,0.0%,187,2049
ProtistsFungus,Prokaryotes,none,0,0.0%,187,273
ProtistsFungus,TopicsCategories,none,0,0.0%,187,1456
ProtistsFungus,EconomicSystems,none,0,0.0%,187,1159
ProtistsFungus,EmergentKnowledge,none,0,0.0%,187,179
ProtistsFungus,InquiryMethods,none,0,0.0%,187,652
ProtistsFungus,LearningProcesses,none,0,0.0%,187,1799
ProtistsFungus,SocialSystems,none,0,0.0%,187,5524
ProtistsFungus,Society,none,0,0.0%,187,4486
ProtistsFungus,Artifacts,12,45,24.1%,187,30947
ProtistsFungus,FoodDrink,12,45,24.1%,187,2175
ProtistsFungus,Facilities,none,0,0.0%,187,2063
ProtistsFungus,Products,12,45,24.1%,187,25534
ProtistsFungus,PrimarySectorProduct,none,0,0.0%,187,3383
ProtistsFungus,SecondarySectorProduct,12,45,24.1%,187,19662
ProtistsFungus,TertiarySectorService,none,0,0.0%,187,3258
ProtistsFungus,Drugs,19,4,2.1%,187,1701
BiologicalProcesses,Times,none,0,0.0%,295,560
BiologicalProcesses,TimeTypes,1.1,---,---,295,8142
BiologicalProcesses,EventTypes,1.1,---,---,295,7679
BiologicalProcesses,Chemistry,14,31,10.5%,295,881
BiologicalProcesses,NaturalMatter,14,31,10.5%,295,2675
BiologicalProcesses,AtomsElements,none,0,0.0%,295,508
BiologicalProcesses,NaturalSubstances,none,0,0.0%,295,1796
BiologicalProcesses,ActionTypes,5,200,67.8%,295,9514
BiologicalProcesses,SituationTypes,14,41,13.9%,295,7049
BiologicalProcesses,LocationPlace,none,0,0.0%,295,4396
BiologicalProcesses,AreaRegion,none,0,0.0%,295,2079
BiologicalProcesses,Places,none,0,0.0%,295,8063
BiologicalProcesses,SpaceTypes,15,25,8.5%,295,33756
BiologicalProcesses,Forms,none,0,0.0%,295,9159
BiologicalProcesses,Shapes,none,0,0.0%,295,14707
BiologicalProcesses,NaturalPhenomena,22,2,0.7%,295,959
BiologicalProcesses,Information,none,0,0.0%,295,6050
BiologicalProcesses,VisualInfo,none,0,0.0%,295,1085
BiologicalProcesses,AVInfo,none,0,0.0%,295,1526
BiologicalProcesses,WrittenInfo,none,0,0.0%,295,1909
BiologicalProcesses,StructuredInfo,none,0,0.0%,295,2108
BiologicalProcesses,AudioInfo,none,0,0.0%,295,453
BiologicalProcesses,OrganicChemistry,1.1,---,---,295,929
BiologicalProcesses,LivingThings,15,25,8.5%,295,11013
BiologicalProcesses,Eukaryotes,none,0,0.0%,295,9593
BiologicalProcesses,Plants,none,0,0.0%,295,2303
BiologicalProcesses,Animals,none,0,0.0%,295,7087
BiologicalProcesses,OrganicMatter,1.1,---,---,295,21374
BiologicalProcesses,Persons,none,0,0.0%,295,3641
BiologicalProcesses,Agents,none,0,0.0%,295,8662
BiologicalProcesses,Diseases,17,15,5.1%,295,922
BiologicalProcesses,Organizations,none,0,0.0%,295,4848
BiologicalProcesses,ProtistsFungus,none,0,0.0%,295,187
BiologicalProcesses,BiologicalProcesses,0,---,---,295,295
BiologicalProcesses,Geopolitical,none,0,0.0%,295,2049
BiologicalProcesses,Prokaryotes,none,0,0.0%,295,273
BiologicalProcesses,TopicsCategories,24,1,0.3%,295,1456
BiologicalProcesses,EconomicSystems,none,0,0.0%,295,1159
BiologicalProcesses,EmergentKnowledge,none,0,0.0%,295,179
BiologicalProcesses,InquiryMethods,none,0,0.0%,295,652
BiologicalProcesses,LearningProcesses,none,0,0.0%,295,1799
BiologicalProcesses,SocialSystems,none,0,0.0%,295,5524
BiologicalProcesses,Society,none,0,0.0%,295,4486
BiologicalProcesses,Artifacts,none,0,0.0%,295,30947
BiologicalProcesses,FoodDrink,none,0,0.0%,295,2175
BiologicalProcesses,Facilities,none,0,0.0%,295,2063
BiologicalProcesses,Products,none,0,0.0%,295,25534
BiologicalProcesses,PrimarySectorProduct,none,0,0.0%,295,3383
BiologicalProcesses,SecondarySectorProduct,none,0,0.0%,295,19662
BiologicalProcesses,TertiarySectorService,none,0,0.0%,295,3258
BiologicalProcesses,Drugs,none,0,0.0%,295,1701
Geopolitical,Times,none,0,0.0%,2049,560
Geopolitical,TimeTypes,none,0,0.0%,2049,8142
Geopolitical,EventTypes,none,0,0.0%,2049,7679
Geopolitical,Chemistry,none,0,0.0%,2049,881
Geopolitical,NaturalMatter,none,0,0.0%,2049,2675
Geopolitical,AtomsElements,none,0,0.0%,2049,508
Geopolitical,NaturalSubstances,none,0,0.0%,2049,1796
Geopolitical,ActionTypes,none,1,0.0%,2049,9514
Geopolitical,SituationTypes,22,17,0.8%,2049,7049
Geopolitical,LocationPlace,1.1,---,---,2049,4396
Geopolitical,AreaRegion,14,270,13.2%,2049,2079
Geopolitical,Places,1.1,---,---,2049,8063
Geopolitical,SpaceTypes,1.1,---,---,2049,33756
Geopolitical,Forms,21,23,1.1%,2049,9159
Geopolitical,Shapes,none,0,0.0%,2049,14707
Geopolitical,NaturalPhenomena,none,0,0.0%,2049,959
Geopolitical,Information,none,0,0.0%,2049,6050
Geopolitical,VisualInfo,none,0,0.0%,2049,1085
Geopolitical,AVInfo,none,0,0.0%,2049,1526
Geopolitical,WrittenInfo,none,0,0.0%,2049,1909
Geopolitical,StructuredInfo,none,0,0.0%,2049,2108
Geopolitical,AudioInfo,none,0,0.0%,2049,453
Geopolitical,OrganicChemistry,none,0,0.0%,2049,929
Geopolitical,LivingThings,none,0,0.0%,2049,11013
Geopolitical,Eukaryotes,none,0,0.0%,2049,9593
Geopolitical,Plants,none,0,0.0%,2049,2303
Geopolitical,Animals,none,0,0.0%,2049,7087
Geopolitical,OrganicMatter,1.1,---,---,2049,21374
Geopolitical,Persons,none,0,0.0%,2049,3641
Geopolitical,Agents,1.1,---,---,2049,8662
Geopolitical,Diseases,none,0,0.0%,2049,922
Geopolitical,Organizations,1.1,---,---,2049,4848
Geopolitical,ProtistsFungus,none,0,0.0%,2049,187
Geopolitical,BiologicalProcesses,none,0,0.0%,2049,295
Geopolitical,Geopolitical,0,---,---,2049,2049
Geopolitical,Prokaryotes,none,0,0.0%,2049,273
Geopolitical,TopicsCategories,none,0,0.0%,2049,1456
Geopolitical,EconomicSystems,none,0,0.0%,2049,1159
Geopolitical,EmergentKnowledge,none,0,0.0%,2049,179
Geopolitical,InquiryMethods,none,0,0.0%,2049,652
Geopolitical,LearningProcesses,none,0,0.0%,2049,1799
Geopolitical,SocialSystems,25,5,0.2%,2049,5524
Geopolitical,Society,25,5,0.2%,2049,4486
Geopolitical,Artifacts,none,0,0.0%,2049,30947
Geopolitical,FoodDrink,none,0,0.0%,2049,2175
Geopolitical,Facilities,none,0,0.0%,2049,2063
Geopolitical,Products,none,0,0.0%,2049,25534
Geopolitical,PrimarySectorProduct,none,0,0.0%,2049,3383
Geopolitical,SecondarySectorProduct,none,0,0.0%,2049,19662
Geopolitical,TertiarySectorService,none,0,0.0%,2049,3258
Geopolitical,Drugs,none,0,0.0%,2049,1701
Prokaryotes,Times,none,0,0.0%,273,560
Prokaryotes,TimeTypes,none,0,0.0%,273,8142
Prokaryotes,EventTypes,none,0,0.0%,273,7679
Prokaryotes,Chemistry,none,0,0.0%,273,881
Prokaryotes,NaturalMatter,none,0,0.0%,273,2675
Prokaryotes,AtomsElements,none,0,0.0%,273,508
Prokaryotes,NaturalSubstances,none,0,0.0%,273,1796
Prokaryotes,ActionTypes,none,0,0.0%,273,9514
Prokaryotes,SituationTypes,none,0,0.0%,273,7049
Prokaryotes,LocationPlace,none,0,0.0%,273,4396
Prokaryotes,AreaRegion,none,0,0.0%,273,2079
Prokaryotes,Places,none,0,0.0%,273,8063
Prokaryotes,SpaceTypes,none,0,0.0%,273,33756
Prokaryotes,Forms,none,0,0.0%,273,9159
Prokaryotes,Shapes,none,0,0.0%,273,14707
Prokaryotes,NaturalPhenomena,none,0,0.0%,273,959
Prokaryotes,Information,none,0,0.0%,273,6050
Prokaryotes,VisualInfo,none,0,0.0%,273,1085
Prokaryotes,AVInfo,none,0,0.0%,273,1526
Prokaryotes,WrittenInfo,none,0,0.0%,273,1909
Prokaryotes,StructuredInfo,none,0,0.0%,273,2108
Prokaryotes,AudioInfo,none,0,0.0%,273,453
Prokaryotes,OrganicChemistry,none,0,0.0%,273,929
Prokaryotes,LivingThings,1.1,---,---,273,11013
Prokaryotes,Eukaryotes,none,0,0.0%,273,9593
Prokaryotes,Plants,none,0,0.0%,273,2303
Prokaryotes,Animals,none,0,0.0%,273,7087
Prokaryotes,OrganicMatter,1.1,---,---,273,21374
Prokaryotes,Persons,none,0,0.0%,273,3641
Prokaryotes,Agents,none,0,0.0%,273,8662
Prokaryotes,Diseases,none,0,0.0%,273,922
Prokaryotes,Organizations,none,0,0.0%,273,4848
Prokaryotes,ProtistsFungus,none,0,0.0%,273,187
Prokaryotes,BiologicalProcesses,none,0,0.0%,273,295
Prokaryotes,Geopolitical,none,0,0.0%,273,2049
Prokaryotes,Prokaryotes,0,---,---,273,273
Prokaryotes,TopicsCategories,none,0,0.0%,273,1456
Prokaryotes,EconomicSystems,none,0,0.0%,273,1159
Prokaryotes,EmergentKnowledge,none,0,0.0%,273,179
Prokaryotes,InquiryMethods,none,0,0.0%,273,652
Prokaryotes,LearningProcesses,none,0,0.0%,273,1799
Prokaryotes,SocialSystems,none,0,0.0%,273,5524
Prokaryotes,Society,none,0,0.0%,273,4486
Prokaryotes,Artifacts,none,0,0.0%,273,30947
Prokaryotes,FoodDrink,none,0,0.0%,273,2175
Prokaryotes,Facilities,none,0,0.0%,273,2063
Prokaryotes,Products,none,0,0.0%,273,25534
Prokaryotes,PrimarySectorProduct,none,0,0.0%,273,3383
Prokaryotes,SecondarySectorProduct,none,0,0.0%,273,19662
Prokaryotes,TertiarySectorService,none,0,0.0%,273,3258
Prokaryotes,Drugs,none,0,0.0%,273,1701
TopicsCategories,Times,none,0,0.0%,1456,560
TopicsCategories,TimeTypes,14,176,12.1%,1456,8142
TopicsCategories,EventTypes,14,176,12.1%,1456,7679
TopicsCategories,Chemistry,14,177,12.2%,1456,881
TopicsCategories,NaturalMatter,12,337,23.1%,1456,2675
TopicsCategories,AtomsElements,12,291,20.0%,1456,508
TopicsCategories,NaturalSubstances,12,309,21.2%,1456,1796
TopicsCategories,ActionTypes,14,168,11.5%,1456,9514
TopicsCategories,SituationTypes,10,450,30.9%,1456,7049
TopicsCategories,LocationPlace,25,3,0.2%,1456,4396
TopicsCategories,AreaRegion,none,0,0.0%,1456,2079
TopicsCategories,Places,10,438,30.1%,1456,8063
TopicsCategories,SpaceTypes,6,794,54.5%,1456,33756
TopicsCategories,Forms,8,590,40.5%,1456,9159
TopicsCategories,Shapes,7,646,44.4%,1456,14707
TopicsCategories,NaturalPhenomena,16,87,6.0%,1456,959
TopicsCategories,Information,15,118,8.1%,1456,6050
TopicsCategories,VisualInfo,16,105,7.2%,1456,1085
TopicsCategories,AVInfo,16,105,7.2%,1456,1526
TopicsCategories,WrittenInfo,24,5,0.3%,1456,1909
TopicsCategories,StructuredInfo,24,6,0.4%,1456,2108
TopicsCategories,AudioInfo,none,0,0.0%,1456,453
TopicsCategories,OrganicChemistry,26,1,0.1%,1456,929
TopicsCategories,LivingThings,20,25,1.7%,1456,11013
TopicsCategories,Eukaryotes,20,22,1.5%,1456,9593
TopicsCategories,Plants,23,7,0.5%,1456,2303
TopicsCategories,Animals,21,15,1.0%,1456,7087
TopicsCategories,OrganicMatter,18,54,3.7%,1456,21374
TopicsCategories,Persons,none,0,0.0%,1456,3641
TopicsCategories,Agents,22,12,0.8%,1456,8662
TopicsCategories,Diseases,25,3,0.2%,1456,922
TopicsCategories,Organizations,22,12,0.8%,1456,4848
TopicsCategories,ProtistsFungus,none,0,0.0%,1456,187
TopicsCategories,BiologicalProcesses,26,1,0.1%,1456,295
TopicsCategories,Geopolitical,none,0,0.0%,1456,2049
TopicsCategories,Prokaryotes,none,0,0.0%,1456,273
TopicsCategories,TopicsCategories,0,---,---,1456,1456
TopicsCategories,EconomicSystems,26,1,0.1%,1456,1159
TopicsCategories,EmergentKnowledge,21,16,1.1%,1456,179
TopicsCategories,InquiryMethods,22,10,0.7%,1456,652
TopicsCategories,LearningProcesses,21,18,1.2%,1456,1799
TopicsCategories,SocialSystems,21,20,1.4%,1456,5524
TopicsCategories,Society,21,17,1.2%,1456,4486
TopicsCategories,Artifacts,4,1084,74.5%,1456,30947
TopicsCategories,FoodDrink,24,6,0.4%,1456,2175
TopicsCategories,Facilities,18,45,3.1%,1456,2063
TopicsCategories,Products,4,1031,70.8%,1456,25534
TopicsCategories,PrimarySectorProduct,12,338,23.2%,1456,3383
TopicsCategories,SecondarySectorProduct,5,1001,68.8%,1456,19662
TopicsCategories,TertiarySectorService,17,60,4.1%,1456,3258
TopicsCategories,Drugs,22,12,0.8%,1456,1701
EconomicSystems,Times,none,0,0.0%,1159,560
EconomicSystems,TimeTypes,3,955,82.4%,1159,8142
EconomicSystems,EventTypes,3,955,82.4%,1159,7679
EconomicSystems,Chemistry,none,0,0.0%,1159,881
EconomicSystems,NaturalMatter,26,1,0.1%,1159,2675
EconomicSystems,AtomsElements,none,0,0.0%,1159,508
EconomicSystems,NaturalSubstances,26,1,0.1%,1159,1796
EconomicSystems,ActionTypes,7,560,48.3%,1159,9514
EconomicSystems,SituationTypes,17,48,4.1%,1159,7049
EconomicSystems,LocationPlace,24,3,0.3%,1159,4396
EconomicSystems,AreaRegion,none,0,0.0%,1159,2079
EconomicSystems,Places,24,3,0.3%,1159,8063
EconomicSystems,SpaceTypes,12,244,21.1%,1159,33756
EconomicSystems,Forms,22,8,0.7%,1159,9159
EconomicSystems,Shapes,15,106,9.1%,1159,14707
EconomicSystems,NaturalPhenomena,none,0,0.0%,1159,959
EconomicSystems,Information,10,368,31.8%,1159,6050
EconomicSystems,VisualInfo,15,104,9.0%,1159,1085
EconomicSystems,AVInfo,15,104,9.0%,1159,1526
EconomicSystems,WrittenInfo,11,311,26.8%,1159,1909
EconomicSystems,StructuredInfo,11,313,27.0%,1159,2108
EconomicSystems,AudioInfo,none,0,0.0%,1159,453
EconomicSystems,OrganicChemistry,none,0,0.0%,1159,929
EconomicSystems,LivingThings,none,0,0.0%,1159,11013
EconomicSystems,Eukaryotes,none,0,0.0%,1159,9593
EconomicSystems,Plants,none,0,0.0%,1159,2303
EconomicSystems,Animals,none,0,0.0%,1159,7087
EconomicSystems,OrganicMatter,none,0,0.0%,1159,21374
EconomicSystems,Persons,none,0,0.0%,1159,3641
EconomicSystems,Agents,none,0,0.0%,1159,8662
EconomicSystems,Diseases,none,0,0.0%,1159,922
EconomicSystems,Organizations,none,0,0.0%,1159,4848
EconomicSystems,ProtistsFungus,none,0,0.0%,1159,187
EconomicSystems,BiologicalProcesses,none,0,0.0%,1159,295
EconomicSystems,Geopolitical,none,0,0.0%,1159,2049
EconomicSystems,Prokaryotes,none,0,0.0%,1159,273
EconomicSystems,TopicsCategories,26,1,0.1%,1159,1456
EconomicSystems,EconomicSystems,0,---,---,1159,1159
EconomicSystems,EmergentKnowledge,none,0,0.0%,1159,179
EconomicSystems,InquiryMethods,22,10,0.9%,1159,652
EconomicSystems,LearningProcesses,8,487,42.0%,1159,1799
EconomicSystems,SocialSystems,1.1,---,---,1159,5524
EconomicSystems,Society,11,334,28.8%,1159,4486
EconomicSystems,Artifacts,3,980,84.6%,1159,30947
EconomicSystems,FoodDrink,none,0,0.0%,1159,2175
EconomicSystems,Facilities,26,1,0.1%,1159,2063
EconomicSystems,Products,9,451,38.9%,1159,25534
EconomicSystems,PrimarySectorProduct,22,8,0.7%,1159,3383
EconomicSystems,SecondarySectorProduct,17,48,4.1%,1159,19662
EconomicSystems,TertiarySectorService,9,437,37.7%,1159,3258
EconomicSystems,Drugs,none,0,0.0%,1159,1701
EmergentKnowledge,Times,none,0,0.0%,179,560
EmergentKnowledge,TimeTypes,5,109,60.9%,179,8142
EmergentKnowledge,EventTypes,5,109,60.9%,179,7679
EmergentKnowledge,Chemistry,none,0,0.0%,179,881
EmergentKnowledge,NaturalMatter,none,0,0.0%,179,2675
EmergentKnowledge,AtomsElements,none,0,0.0%,179,508
EmergentKnowledge,NaturalSubstances,none,0,0.0%,179,1796
EmergentKnowledge,ActionTypes,7,84,46.9%,179,9514
EmergentKnowledge,SituationTypes,10,61,34.1%,179,7049
EmergentKnowledge,LocationPlace,none,0,0.0%,179,4396
EmergentKnowledge,AreaRegion,none,0,0.0%,179,2079
EmergentKnowledge,Places,none,0,0.0%,179,8063
EmergentKnowledge,SpaceTypes,8,72,40.2%,179,33756
EmergentKnowledge,Forms,none,0,0.0%,179,9159
EmergentKnowledge,Shapes,none,0,0.0%,179,14707
EmergentKnowledge,NaturalPhenomena,23,1,0.6%,179,959
EmergentKnowledge,Information,9,69,38.5%,179,6050
EmergentKnowledge,VisualInfo,none,0,0.0%,179,1085
EmergentKnowledge,AVInfo,none,0,0.0%,179,1526
EmergentKnowledge,WrittenInfo,15,15,8.4%,179,1909
EmergentKnowledge,StructuredInfo,10,54,30.2%,179,2108
EmergentKnowledge,AudioInfo,none,0,0.0%,179,453
EmergentKnowledge,OrganicChemistry,none,0,0.0%,179,929
EmergentKnowledge,LivingThings,none,0,0.0%,179,11013
EmergentKnowledge,Eukaryotes,none,0,0.0%,179,9593
EmergentKnowledge,Plants,none,0,0.0%,179,2303
EmergentKnowledge,Animals,none,0,0.0%,179,7087
EmergentKnowledge,OrganicMatter,23,1,0.6%,179,21374
EmergentKnowledge,Persons,none,0,0.0%,179,3641
EmergentKnowledge,Agents,23,1,0.6%,179,8662
EmergentKnowledge,Diseases,none,0,0.0%,179,922
EmergentKnowledge,Organizations,23,1,0.6%,179,4848
EmergentKnowledge,ProtistsFungus,none,0,0.0%,179,187
EmergentKnowledge,BiologicalProcesses,none,0,0.0%,179,295
EmergentKnowledge,Geopolitical,none,0,0.0%,179,2049
EmergentKnowledge,Prokaryotes,none,0,0.0%,179,273
EmergentKnowledge,TopicsCategories,15,16,8.9%,179,1456
EmergentKnowledge,EconomicSystems,none,0,0.0%,179,1159
EmergentKnowledge,EmergentKnowledge,0,---,---,179,179
EmergentKnowledge,InquiryMethods,10,54,30.2%,179,652
EmergentKnowledge,LearningProcesses,13,33,18.4%,179,1799
EmergentKnowledge,SocialSystems,15,16,8.9%,179,5524
EmergentKnowledge,Society,15,16,8.9%,179,4486
EmergentKnowledge,Artifacts,4,140,78.2%,179,30947
EmergentKnowledge,FoodDrink,none,0,0.0%,179,2175
EmergentKnowledge,Facilities,none,0,0.0%,179,2063
EmergentKnowledge,Products,10,54,30.2%,179,25534
EmergentKnowledge,PrimarySectorProduct,none,0,0.0%,179,3383
EmergentKnowledge,SecondarySectorProduct,17,8,4.5%,179,19662
EmergentKnowledge,TertiarySectorService,11,49,27.4%,179,3258
EmergentKnowledge,Drugs,none,0,0.0%,179,1701
InquiryMethods,Times,25,1,0.2%,652,560
InquiryMethods,TimeTypes,1.1,---,---,652,8142
InquiryMethods,EventTypes,1.1,---,---,652,7679
InquiryMethods,Chemistry,none,0,0.0%,652,881
InquiryMethods,NaturalMatter,none,0,0.0%,652,2675
InquiryMethods,AtomsElements,none,0,0.0%,652,508
InquiryMethods,NaturalSubstances,none,0,0.0%,652,1796
InquiryMethods,ActionTypes,4,469,71.9%,652,9514
InquiryMethods,SituationTypes,4,485,74.4%,652,7049
InquiryMethods,LocationPlace,none,0,0.0%,652,4396
