count,size_1,kko_1,size_2,kko_2,,,,,,,,,,,,,
285,44316,kko.Concepts,295,kko.BiologicalProcesses,,,,,,,,,,,,,
273,44316,kko.Concepts,273,kko.Prokaryotes,,,,,,,,,,,,,
156,44316,kko.Concepts,179,kko.EmergentKnowledge,,,,,,,,,,,,,
187,44316,kko.Concepts,187,kko.ProtistsFungus,,,,,,,,,,,,,
33756,39933,kko.Constituents,33756,kko.SpaceTypes,,,,,,,,,,,,,
25268,39933,kko.Constituents,29569,kko.Predications,,,,,,,,,,,,,
20116,39933,kko.Constituents,30947,kko.Artifacts,,,,,,,,,,,,,
17486,39933,kko.Constituents,25534,kko.Products,,,,,,,,,,,,,
21318,39933,kko.Constituents,23957,kko.RelationTypes,,,,,,,,,,,,,
14339,39933,kko.Constituents,19662,kko.SecondarySectorProduct,,,,,,,,,,,,,
19233,39933,kko.Constituents,21374,kko.OrganicMatter,,,,,,,,,,,,,
15557,39933,kko.Constituents,17628,kko.CopulativeRelations,,,,,,,,,,,,,
14707,39933,kko.Constituents,14707,kko.Shapes,,,,,,,,,,,,,
11475,39933,kko.Constituents,14257,kko.Methodeutic,,,,,,,,,,,,,
11055,39933,kko.Constituents,13831,kko.KnowledgeDomains,,,,,,,,,,,,,
9226,39933,kko.Constituents,11188,kko.AttributeTypes,,,,,,,,,,,,,
7954,39933,kko.Constituents,9514,kko.ActionTypes,,,,,,,,,,,,,
9159,39933,kko.Constituents,9159,kko.Forms,,,,,,,,,,,,,
10724,39933,kko.Constituents,11013,kko.LivingThings,,,,,,,,,,,,,
8142,39933,kko.Constituents,8142,kko.TimeTypes,,,,,,,,,,,,,
7679,39933,kko.Constituents,7679,kko.EventTypes,,,,,,,,,,,,,
7376,39933,kko.Constituents,7727,kko.MediativeRelations,,,,,,,,,,,,,
5981,39933,kko.Constituents,7539,kko.AdjunctualAttributes,,,,,,,,,,,,,
7411,39933,kko.Constituents,8662,kko.Agents,,,,,,,,,,,,,
9367,39933,kko.Constituents,9593,kko.Eukaryotes,,,,,,,,,,,,,
8063,39933,kko.Constituents,8063,kko.Places,,,,,,,,,,,,,
6709,39933,kko.Constituents,7049,kko.SituationTypes,,,,,,,,,,,,,
3523,39933,kko.Constituents,6050,kko.Information,,,,,,,,,,,,,
6944,39933,kko.Constituents,7087,kko.Animals,,,,,,,,,,,,,
2551,39933,kko.Constituents,5524,kko.SocialSystems,,,,,,,,,,,,,
4728,39933,kko.Constituents,4848,kko.Organizations,,,,,,,,,,,,,
1618,39933,kko.Constituents,4486,kko.Society,,,,,,,,,,,,,
3689,39933,kko.Constituents,3887,kko.IntrinsicAttributes,,,,,,,,,,,,,
4396,39933,kko.Constituents,4396,kko.LocationPlace,,,,,,,,,,,,,
2764,39933,kko.Constituents,3345,kko.ContextualAttributes,,,,,,,,,,,,,
1691,39933,kko.Constituents,3383,kko.PrimarySectorProduct,,,,,,,,,,,,,
1851,39933,kko.Constituents,3258,kko.TertiarySectorService,,,,,,,,,,,,,
2705,39933,kko.Constituents,3641,kko.Persons,,,,,,,,,,,,,
1537,39933,kko.Constituents,2675,kko.NaturalMatter,,,,,,,,,,,,,
2106,39933,kko.Constituents,2300,kko.DirectRelations,,,,,,,,,,,,,
1988,39933,kko.Constituents,2063,kko.Facilities,,,,,,,,,,,,,
1563,39933,kko.Constituents,2108,kko.StructuredInfo,,,,,,,,,,,,,
1799,39933,kko.Constituents,1799,kko.LearningProcesses,,,,,,,,,,,,,
1725,39933,kko.Constituents,2175,kko.FoodDrink,,,,,,,,,,,,,
1556,39933,kko.Constituents,1909,kko.WrittenInfo,,,,,,,,,,,,,
2236,39933,kko.Constituents,2303,kko.Plants,,,,,,,,,,,,,
2079,39933,kko.Constituents,2079,kko.AreaRegion,,,,,,,,,,,,,
1280,39933,kko.Constituents,1526,kko.AVInfo,,,,,,,,,,,,,
294,39933,kko.Constituents,1701,kko.Drugs,,,,,,,,,,,,,
1366,39933,kko.Constituents,1500,kko.RepresentationTypes,,,,,,,,,,,,,
2048,39933,kko.Constituents,2049,kko.Geopolitical,,,,,,,,,,,,,
1143,39933,kko.Constituents,1796,kko.NaturalSubstances,,,,,,,,,,,,,
953,39933,kko.Constituents,1456,kko.TopicsCategories,,,,,,,,,,,,,
1058,39933,kko.Constituents,1159,kko.EconomicSystems,,,,,,,,,,,,,
291,39933,kko.Constituents,881,kko.Chemistry,,,,,,,,,,,,,
867,39933,kko.Constituents,1085,kko.VisualInfo,,,,,,,,,,,,,
938,39933,kko.Constituents,1043,kko.Associatives,,,,,,,,,,,,,
959,39933,kko.Constituents,959,kko.NaturalPhenomena,,,,,,,,,,,,,
896,39933,kko.Constituents,918,kko.Denotatives,,,,,,,,,,,,,
847,39933,kko.Constituents,929,kko.OrganicChemistry,,,,,,,,,,,,,
888,39933,kko.Constituents,922,kko.Diseases,,,,,,,,,,,,,
637,39933,kko.Constituents,663,kko.Indexes,,,,,,,,,,,,,
651,39933,kko.Constituents,652,kko.InquiryMethods,,,,,,,,,,,,,
166,39933,kko.Constituents,508,kko.AtomsElements,,,,,,,,,,,,,
560,39933,kko.Constituents,560,kko.Times,,,,,,,,,,,,,
435,39933,kko.Constituents,453,kko.AudioInfo,,,,,,,,,,,,,
293,39933,kko.Constituents,295,kko.BiologicalProcesses,,,,,,,,,,,,,
273,39933,kko.Constituents,273,kko.Prokaryotes,,,,,,,,,,,,,
116,39933,kko.Constituents,179,kko.EmergentKnowledge,,,,,,,,,,,,,
187,39933,kko.Constituents,187,kko.ProtistsFungus,,,,,,,,,,,,,
19673,33756,kko.SpaceTypes,29569,kko.Predications,,,,,,,,,,,,,
18299,33756,kko.SpaceTypes,30947,kko.Artifacts,,,,,,,,,,,,,
16532,33756,kko.SpaceTypes,25534,kko.Products,,,,,,,,,,,,,
16146,33756,kko.SpaceTypes,23957,kko.RelationTypes,,,,,,,,,,,,,
14150,33756,kko.SpaceTypes,19662,kko.SecondarySectorProduct,,,,,,,,,,,,,
18961,33756,kko.SpaceTypes,21374,kko.OrganicMatter,,,,,,,,,,,,,
10397,33756,kko.SpaceTypes,17628,kko.CopulativeRelations,,,,,,,,,,,,,
14707,33756,kko.SpaceTypes,14707,kko.Shapes,,,,,,,,,,,,,
10566,33756,kko.SpaceTypes,14257,kko.Methodeutic,,,,,,,,,,,,,
10302,33756,kko.SpaceTypes,13831,kko.KnowledgeDomains,,,,,,,,,,,,,
7318,33756,kko.SpaceTypes,11188,kko.AttributeTypes,,,,,,,,,,,,,
3378,33756,kko.SpaceTypes,9514,kko.ActionTypes,,,,,,,,,,,,,
9159,33756,kko.SpaceTypes,9159,kko.Forms,,,,,,,,,,,,,
10710,33756,kko.SpaceTypes,11013,kko.LivingThings,,,,,,,,,,,,,
2029,33756,kko.SpaceTypes,8142,kko.TimeTypes,,,,,,,,,,,,,
2013,33756,kko.SpaceTypes,7679,kko.EventTypes,,,,,,,,,,,,,
6708,33756,kko.SpaceTypes,7727,kko.MediativeRelations,,,,,,,,,,,,,
4579,33756,kko.SpaceTypes,7539,kko.AdjunctualAttributes,,,,,,,,,,,,,
7411,33756,kko.SpaceTypes,8662,kko.Agents,,,,,,,,,,,,,
9367,33756,kko.SpaceTypes,9593,kko.Eukaryotes,,,,,,,,,,,,,
8063,33756,kko.SpaceTypes,8063,kko.Places,,,,,,,,,,,,,
6651,33756,kko.SpaceTypes,7049,kko.SituationTypes,,,,,,,,,,,,,
3170,33756,kko.SpaceTypes,6050,kko.Information,,,,,,,,,,,,,
6944,33756,kko.SpaceTypes,7087,kko.Animals,,,,,,,,,,,,,
1228,33756,kko.SpaceTypes,5524,kko.SocialSystems,,,,,,,,,,,,,
4728,33756,kko.SpaceTypes,4848,kko.Organizations,,,,,,,,,,,,,
963,33756,kko.SpaceTypes,4486,kko.Society,,,,,,,,,,,,,
3672,33756,kko.SpaceTypes,3887,kko.IntrinsicAttributes,,,,,,,,,,,,,
4396,33756,kko.SpaceTypes,4396,kko.LocationPlace,,,,,,,,,,,,,
2163,33756,kko.SpaceTypes,3345,kko.ContextualAttributes,,,,,,,,,,,,,
1691,33756,kko.SpaceTypes,3383,kko.PrimarySectorProduct,,,,,,,,,,,,,
1046,33756,kko.SpaceTypes,3258,kko.TertiarySectorService,,,,,,,,,,,,,
2705,33756,kko.SpaceTypes,3641,kko.Persons,,,,,,,,,,,,,
1433,33756,kko.SpaceTypes,2675,kko.NaturalMatter,,,,,,,,,,,,,
2104,33756,kko.SpaceTypes,2300,kko.DirectRelations,,,,,,,,,,,,,
1988,33756,kko.SpaceTypes,2063,kko.Facilities,,,,,,,,,,,,,
1292,33756,kko.SpaceTypes,2108,kko.StructuredInfo,,,,,,,,,,,,,
483,33756,kko.SpaceTypes,1799,kko.LearningProcesses,,,,,,,,,,,,,
1725,33756,kko.SpaceTypes,2175,kko.FoodDrink,,,,,,,,,,,,,
1288,33756,kko.SpaceTypes,1909,kko.WrittenInfo,,,,,,,,,,,,,
2236,33756,kko.SpaceTypes,2303,kko.Plants,,,,,,,,,,,,,
2079,33756,kko.SpaceTypes,2079,kko.AreaRegion,,,,,,,,,,,,,
1260,33756,kko.SpaceTypes,1526,kko.AVInfo,,,,,,,,,,,,,
294,33756,kko.SpaceTypes,1701,kko.Drugs,,,,,,,,,,,,,
1338,33756,kko.SpaceTypes,1500,kko.RepresentationTypes,,,,,,,,,,,,,
2048,33756,kko.SpaceTypes,2049,kko.Geopolitical,,,,,,,,,,,,,
1143,33756,kko.SpaceTypes,1796,kko.NaturalSubstances,,,,,,,,,,,,,
794,33756,kko.SpaceTypes,1456,kko.TopicsCategories,,,,,,,,,,,,,
244,33756,kko.SpaceTypes,1159,kko.EconomicSystems,,,,,,,,,,,,,
187,33756,kko.SpaceTypes,881,kko.Chemistry,,,,,,,,,,,,,
866,33756,kko.SpaceTypes,1085,kko.VisualInfo,,,,,,,,,,,,,
910,33756,kko.SpaceTypes,1043,kko.Associatives,,,,,,,,,,,,,
694,33756,kko.SpaceTypes,959,kko.NaturalPhenomena,,,,,,,,,,,,,
877,33756,kko.SpaceTypes,918,kko.Denotatives,,,,,,,,,,,,,
579,33756,kko.SpaceTypes,929,kko.OrganicChemistry,,,,,,,,,,,,,
887,33756,kko.SpaceTypes,922,kko.Diseases,,,,,,,,,,,,,
637,33756,kko.SpaceTypes,663,kko.Indexes,,,,,,,,,,,,,
492,33756,kko.SpaceTypes,652,kko.InquiryMethods,,,,,,,,,,,,,
166,33756,kko.SpaceTypes,508,kko.AtomsElements,,,,,,,,,,,,,
0,33756,kko.SpaceTypes,560,kko.Times,,,,,,,,,,,,,
416,33756,kko.SpaceTypes,453,kko.AudioInfo,,,,,,,,,,,,,
25,33756,kko.SpaceTypes,295,kko.BiologicalProcesses,,,,,,,,,,,,,
273,33756,kko.SpaceTypes,273,kko.Prokaryotes,,,,,,,,,,,,,
72,33756,kko.SpaceTypes,179,kko.EmergentKnowledge,,,,,,,,,,,,,
187,33756,kko.SpaceTypes,187,kko.ProtistsFungus,,,,,,,,,,,,,
12187,29569,kko.Predications,30947,kko.Artifacts,,,,,,,,,,,,,
9165,29569,kko.Predications,25534,kko.Products,,,,,,,,,,,,,
23957,29569,kko.Predications,23957,kko.RelationTypes,,,,,,,,,,,,,
6184,29569,kko.Predications,19662,kko.SecondarySectorProduct,,,,,,,,,,,,,
11482,29569,kko.Predications,21374,kko.OrganicMatter,,,,,,,,,,,,,
17628,29569,kko.Predications,17628,kko.CopulativeRelations,,,,,,,,,,,,,
4705,29569,kko.Predications,14707,kko.Shapes,,,,,,,,,,,,,
4466,29569,kko.Predications,14257,kko.Methodeutic,,,,,,,,,,,,,
4048,29569,kko.Predications,13831,kko.KnowledgeDomains,,,,,,,,,,,,,
11188,29569,kko.Predications,11188,kko.AttributeTypes,,,,,,,,,,,,,
9514,29569,kko.Predications,9514,kko.ActionTypes,,,,,,,,,,,,,
6407,29569,kko.Predications,9159,kko.Forms,,,,,,,,,,,,,
3907,29569,kko.Predications,11013,kko.LivingThings,,,,,,,,,,,,,
7581,29569,kko.Predications,8142,kko.TimeTypes,,,,,,,,,,,,,
7153,29569,kko.Predications,7679,kko.EventTypes,,,,,,,,,,,,,
7727,29569,kko.Predications,7727,kko.MediativeRelations,,,,,,,,,,,,,
7539,29569,kko.Predications,7539,kko.AdjunctualAttributes,,,,,,,,,,,,,
7538,29569,kko.Predications,8662,kko.Agents,,,,,,,,,,,,,
2986,29569,kko.Predications,9593,kko.Eukaryotes,,,,,,,,,,,,,
6109,29569,kko.Predications,8063,kko.Places,,,,,,,,,,,,,
7049,29569,kko.Predications,7049,kko.SituationTypes,,,,,,,,,,,,,
3353,29569,kko.Predications,6050,kko.Information,,,,,,,,,,,,,
2380,29569,kko.Predications,7087,kko.Animals,,,,,,,,,,,,,
2964,29569,kko.Predications,5524,kko.SocialSystems,,,,,,,,,,,,,
4581,29569,kko.Predications,4848,kko.Organizations,,,,,,,,,,,,,
2014,29569,kko.Predications,4486,kko.Society,,,,,,,,,,,,,
3887,29569,kko.Predications,3887,kko.IntrinsicAttributes,,,,,,,,,,,,,
4295,29569,kko.Predications,4396,kko.LocationPlace,,,,,,,,,,,,,
3345,29569,kko.Predications,3345,kko.ContextualAttributes,,,,,,,,,,,,,
1426,29569,kko.Predications,3383,kko.PrimarySectorProduct,,,,,,,,,,,,,
1958,29569,kko.Predications,3258,kko.TertiarySectorService,,,,,,,,,,,,,
2972,29569,kko.Predications,3641,kko.Persons,,,,,,,,,,,,,
1666,29569,kko.Predications,2675,kko.NaturalMatter,,,,,,,,,,,,,
2300,29569,kko.Predications,2300,kko.DirectRelations,,,,,,,,,,,,,
1830,29569,kko.Predications,2063,kko.Facilities,,,,,,,,,,,,,
1640,29569,kko.Predications,2108,kko.StructuredInfo,,,,,,,,,,,,,
1799,29569,kko.Predications,1799,kko.LearningProcesses,,,,,,,,,,,,,
1118,29569,kko.Predications,2175,kko.FoodDrink,,,,,,,,,,,,,
1568,29569,kko.Predications,1909,kko.WrittenInfo,,,,,,,,,,,,,
604,29569,kko.Predications,2303,kko.Plants,,,,,,,,,,,,,
1499,29569,kko.Predications,2079,kko.AreaRegion,,,,,,,,,,,,,
1328,29569,kko.Predications,1526,kko.AVInfo,,,,,,,,,,,,,
16,29569,kko.Predications,1701,kko.Drugs,,,,,,,,,,,,,
1500,29569,kko.Predications,1500,kko.RepresentationTypes,,,,,,,,,,,,,
2048,29569,kko.Predications,2049,kko.Geopolitical,,,,,,,,,,,,,
1510,29569,kko.Predications,1796,kko.NaturalSubstances,,,,,,,,,,,,,
1091,29569,kko.Predications,1456,kko.TopicsCategories,,,,,,,,,,,,,
1068,29569,kko.Predications,1159,kko.EconomicSystems,,,,,,,,,,,,,
316,29569,kko.Predications,881,kko.Chemistry,,,,,,,,,,,,,
933,29569,kko.Predications,1085,kko.VisualInfo,,,,,,,,,,,,,
1043,29569,kko.Predications,1043,kko.Associatives,,,,,,,,,,,,,
910,29569,kko.Predications,959,kko.NaturalPhenomena,,,,,,,,,,,,,
918,29569,kko.Predications,918,kko.Denotatives,,,,,,,,,,,,,
346,29569,kko.Predications,929,kko.OrganicChemistry,,,,,,,,,,,,,
889,29569,kko.Predications,922,kko.Diseases,,,,,,,,,,,,,
663,29569,kko.Predications,663,kko.Indexes,,,,,,,,,,,,,
649,29569,kko.Predications,652,kko.InquiryMethods,,,,,,,,,,,,,
308,29569,kko.Predications,508,kko.AtomsElements,,,,,,,,,,,,,
544,29569,kko.Predications,560,kko.Times,,,,,,,,,,,,,
399,29569,kko.Predications,453,kko.AudioInfo,,,,,,,,,,,,,
293,29569,kko.Predications,295,kko.BiologicalProcesses,,,,,,,,,,,,,
4,29569,kko.Predications,273,kko.Prokaryotes, rc.BacterialCellWall, rc.ProkaryoticCellWall, rc.Capsule_Bacterium},,,,,,,,,,
117,29569,kko.Predications,179,kko.EmergentKnowledge,,,,,,,,,,,,,
0,29569,kko.Predications,187,kko.ProtistsFungus,,,,,,,,,,,,,
25534,30947,kko.Artifacts,25534,kko.Products,,,,,,,,,,,,,
8971,30947,kko.Artifacts,23957,kko.RelationTypes,,,,,,,,,,,,,
19662,30947,kko.Artifacts,19662,kko.SecondarySectorProduct,,,,,,,,,,,,,
8287,30947,kko.Artifacts,21374,kko.OrganicMatter,,,,,,,,,,,,,
5187,30947,kko.Artifacts,17628,kko.CopulativeRelations,,,,,,,,,,,,,
11360,30947,kko.Artifacts,14707,kko.Shapes,,,,,,,,,,,,,
9184,30947,kko.Artifacts,14257,kko.Methodeutic,,,,,,,,,,,,,
9038,30947,kko.Artifacts,13831,kko.KnowledgeDomains,,,,,,,,,,,,,
5526,30947,kko.Artifacts,11188,kko.AttributeTypes,,,,,,,,,,,,,
3074,30947,kko.Artifacts,9514,kko.ActionTypes,,,,,,,,,,,,,
5852,30947,kko.Artifacts,9159,kko.Forms,,,,,,,,,,,,,
6388,30947,kko.Artifacts,11013,kko.LivingThings,,,,,,,,,,,,,
2908,30947,kko.Artifacts,8142,kko.TimeTypes,,,,,,,,,,,,,
2892,30947,kko.Artifacts,7679,kko.EventTypes,,,,,,,,,,,,,
2955,30947,kko.Artifacts,7727,kko.MediativeRelations,,,,,,,,,,,,,
3672,30947,kko.Artifacts,7539,kko.AdjunctualAttributes,,,,,,,,,,,,,
69,30947,kko.Artifacts,8662,kko.Agents,,,,,,,,,,,,,
6278,30947,kko.Artifacts,9593,kko.Eukaryotes,,,,,,,,,,,,,
4233,30947,kko.Artifacts,8063,kko.Places,,,,,,,,,,,,,
2830,30947,kko.Artifacts,7049,kko.SituationTypes,,,,,,,,,,,,,
3654,30947,kko.Artifacts,6050,kko.Information,,,,,,,,,,,,,
4011,30947,kko.Artifacts,7087,kko.Animals,,,,,,,,,,,,,
2706,30947,kko.Artifacts,5524,kko.SocialSystems,,,,,,,,,,,,,
21,30947,kko.Artifacts,4848,kko.Organizations,,,,,,,,,,,,,
1888,30947,kko.Artifacts,4486,kko.Society,,,,,,,,,,,,,
1033,30947,kko.Artifacts,3887,kko.IntrinsicAttributes,,,,,,,,,,,,,
1364,30947,kko.Artifacts,4396,kko.LocationPlace,,,,,,,,,,,,,
2386,30947,kko.Artifacts,3345,kko.ContextualAttributes,,,,,,,,,,,,,
3383,30947,kko.Artifacts,3383,kko.PrimarySectorProduct,,,,,,,,,,,,,
3258,30947,kko.Artifacts,3258,kko.TertiarySectorService,,,,,,,,,,,,,
0,30947,kko.Artifacts,3641,kko.Persons,,,,,,,,,,,,,
1921,30947,kko.Artifacts,2675,kko.NaturalMatter,,,,,,,,,,,,,
1494,30947,kko.Artifacts,2300,kko.DirectRelations,,,,,,,,,,,,,
2063,30947,kko.Artifacts,2063,kko.Facilities,,,,,,,,,,,,,
1815,30947,kko.Artifacts,2108,kko.StructuredInfo,,,,,,,,,,,,,
765,30947,kko.Artifacts,1799,kko.LearningProcesses,,,,,,,,,,,,,
2175,30947,kko.Artifacts,2175,kko.FoodDrink,,,,,,,,,,,,,
1659,30947,kko.Artifacts,1909,kko.WrittenInfo,,,,,,,,,,,,,
2222,30947,kko.Artifacts,2303,kko.Plants,,,,,,,,,,,,,
862,30947,kko.Artifacts,2079,kko.AreaRegion,,,,,,,,,,,,,
1349,30947,kko.Artifacts,1526,kko.AVInfo,,,,,,,,,,,,,
1701,30947,kko.Artifacts,1701,kko.Drugs,,,,,,,,,,,,,
1190,30947,kko.Artifacts,1500,kko.RepresentationTypes,,,,,,,,,,,,,
0,30947,kko.Artifacts,2049,kko.Geopolitical,,,,,,,,,,,,,
1459,30947,kko.Artifacts,1796,kko.NaturalSubstances,,,,,,,,,,,,,
1084,30947,kko.Artifacts,1456,kko.TopicsCategories,,,,,,,,,,,,,
980,30947,kko.Artifacts,1159,kko.EconomicSystems,,,,,,,,,,,,,
583,30947,kko.Artifacts,881,kko.Chemistry,,,,,,,,,,,,,
950,30947,kko.Artifacts,1085,kko.VisualInfo,,,,,,,,,,,,,
817,30947,kko.Artifacts,1043,kko.Associatives,,,,,,,,,,,,,
532,30947,kko.Artifacts,959,kko.NaturalPhenomena,,,,,,,,,,,,,
737,30947,kko.Artifacts,918,kko.Denotatives,,,,,,,,,,,,,
602,30947,kko.Artifacts,929,kko.OrganicChemistry,,,,,,,,,,,,,
26,30947,kko.Artifacts,922,kko.Diseases,,,,,,,,,,,,,
521,30947,kko.Artifacts,663,kko.Indexes,,,,,,,,,,,,,
201,30947,kko.Artifacts,652,kko.InquiryMethods,,,,,,,,,,,,,
388,30947,kko.Artifacts,508,kko.AtomsElements,,,,,,,,,,,,,
0,30947,kko.Artifacts,560,kko.Times,,,,,,,,,,,,,
416,30947,kko.Artifacts,453,kko.AudioInfo,,,,,,,,,,,,,
0,30947,kko.Artifacts,295,kko.BiologicalProcesses,,,,,,,,,,,,,
0,30947,kko.Artifacts,273,kko.Prokaryotes,,,,,,,,,,,,,
140,30947,kko.Artifacts,179,kko.EmergentKnowledge,,,,,,,,,,,,,
45,30947,kko.Artifacts,187,kko.ProtistsFungus,,,,,,,,,,,,,
6510,25534,kko.Products,23957,kko.RelationTypes,,,,,,,,,,,,,
19662,25534,kko.Products,19662,kko.SecondarySectorProduct,,,,,,,,,,,,,
8210,25534,kko.Products,21374,kko.OrganicMatter,,,,,,,,,,,,,
3382,25534,kko.Products,17628,kko.CopulativeRelations,,,,,,,,,,,,,
10947,25534,kko.Products,14707,kko.Shapes,,,,,,,,,,,,,
8532,25534,kko.Products,14257,kko.Methodeutic,,,,,,,,,,,,,
8454,25534,kko.Products,13831,kko.KnowledgeDomains,,,,,,,,,,,,,
4236,25534,kko.Products,11188,kko.AttributeTypes,,,,,,,,,,,,,
2047,25534,kko.Products,9514,kko.ActionTypes,,,,,,,,,,,,,
5534,25534,kko.Products,9159,kko.Forms,,,,,,,,,,,,,
6381,25534,kko.Products,11013,kko.LivingThings,,,,,,,,,,,,,
1412,25534,kko.Products,8142,kko.TimeTypes,,,,,,,,,,,,,
1396,25534,kko.Products,7679,kko.EventTypes,,,,,,,,,,,,,
2139,25534,kko.Products,7727,kko.MediativeRelations,,,,,,,,,,,,,
3352,25534,kko.Products,7539,kko.AdjunctualAttributes,,,,,,,,,,,,,
0,25534,kko.Products,8662,kko.Agents,,,,,,,,,,,,,
6275,25534,kko.Products,9593,kko.Eukaryotes,,,,,,,,,,,,,
3588,25534,kko.Products,8063,kko.Places,,,,,,,,,,,,,
2075,25534,kko.Products,7049,kko.SituationTypes,,,,,,,,,,,,,
1954,25534,kko.Products,6050,kko.Information,,,,,,,,,,,,,
4011,25534,kko.Products,7087,kko.Animals,,,,,,,,,,,,,
756,25534,kko.Products,5524,kko.SocialSystems,,,,,,,,,,,,,
0,25534,kko.Products,4848,kko.Organizations,,,,,,,,,,,,,
412,25534,kko.Products,4486,kko.Society,,,,,,,,,,,,,
1009,25534,kko.Products,3887,kko.IntrinsicAttributes,,,,,,,,,,,,,
1096,25534,kko.Products,4396,kko.LocationPlace,,,,,,,,,,,,,
1338,25534,kko.Products,3345,kko.ContextualAttributes,,,,,,,,,,,,,
3383,25534,kko.Products,3383,kko.PrimarySectorProduct,,,,,,,,,,,,,
3258,25534,kko.Products,3258,kko.TertiarySectorService,,,,,,,,,,,,,
0,25534,kko.Products,3641,kko.Persons,,,,,,,,,,,,,
1906,25534,kko.Products,2675,kko.NaturalMatter,,,,,,,,,,,,,
1488,25534,kko.Products,2300,kko.DirectRelations,,,,,,,,,,,,,
1390,25534,kko.Products,2063,kko.Facilities,,,,,,,,,,,,,
880,25534,kko.Products,2108,kko.StructuredInfo,,,,,,,,,,,,,
431,25534,kko.Products,1799,kko.LearningProcesses,,,,,,,,,,,,,
1893,25534,kko.Products,2175,kko.FoodDrink,,,,,,,,,,,,,
926,25534,kko.Products,1909,kko.WrittenInfo,,,,,,,,,,,,,
2219,25534,kko.Products,2303,kko.Plants,,,,,,,,,,,,,
795,25534,kko.Products,2079,kko.AreaRegion,,,,,,,,,,,,,
589,25534,kko.Products,1526,kko.AVInfo,,,,,,,,,,,,,
1700,25534,kko.Products,1701,kko.Drugs,,,,,,,,,,,,,
464,25534,kko.Products,1500,kko.RepresentationTypes,,,,,,,,,,,,,
0,25534,kko.Products,2049,kko.Geopolitical,,,,,,,,,,,,,
1459,25534,kko.Products,1796,kko.NaturalSubstances,,,,,,,,,,,,,
1031,25534,kko.Products,1456,kko.TopicsCategories,,,,,,,,,,,,,
451,25534,kko.Products,1159,kko.EconomicSystems,,,,,,,,,,,,,
582,25534,kko.Products,881,kko.Chemistry,,,,,,,,,,,,,
569,25534,kko.Products,1085,kko.VisualInfo,,,,,,,,,,,,,
450,25534,kko.Products,1043,kko.Associatives,,,,,,,,,,,,,
155,25534,kko.Products,959,kko.NaturalPhenomena,,,,,,,,,,,,,
374,25534,kko.Products,918,kko.Denotatives,,,,,,,,,,,,,
602,25534,kko.Products,929,kko.OrganicChemistry,,,,,,,,,,,,,
24,25534,kko.Products,922,kko.Diseases,,,,,,,,,,,,,
140,25534,kko.Products,663,kko.Indexes,,,,,,,,,,,,,
120,25534,kko.Products,652,kko.InquiryMethods,,,,,,,,,,,,,
377,25534,kko.Products,508,kko.AtomsElements,,,,,,,,,,,,,
0,25534,kko.Products,560,kko.Times,,,,,,,,,,,,,
40,25534,kko.Products,453,kko.AudioInfo,,,,,,,,,,,,,
0,25534,kko.Products,295,kko.BiologicalProcesses,,,,,,,,,,,,,
0,25534,kko.Products,273,kko.Prokaryotes,,,,,,,,,,,,,
54,25534,kko.Products,179,kko.EmergentKnowledge,,,,,,,,,,,,,
45,25534,kko.Products,187,kko.ProtistsFungus,,,,,,,,,,,,,
4354,23957,kko.RelationTypes,19662,kko.SecondarySectorProduct,,,,,,,,,,,,,
10198,23957,kko.RelationTypes,21374,kko.OrganicMatter,,,,,,,,,,,,,
17628,23957,kko.RelationTypes,17628,kko.CopulativeRelations,,,,,,,,,,,,,
3732,23957,kko.RelationTypes,14707,kko.Shapes,,,,,,,,,,,,,
3004,23957,kko.RelationTypes,14257,kko.Methodeutic,,,,,,,,,,,,,
2587,23957,kko.RelationTypes,13831,kko.KnowledgeDomains,,,,,,,,,,,,,
6138,23957,kko.RelationTypes,11188,kko.AttributeTypes,,,,,,,,,,,,,
9514,23957,kko.RelationTypes,9514,kko.ActionTypes,,,,,,,,,,,,,
3954,23957,kko.RelationTypes,9159,kko.Forms,,,,,,,,,,,,,
2991,23957,kko.RelationTypes,11013,kko.LivingThings,,,,,,,,,,,,,
6613,23957,kko.RelationTypes,8142,kko.TimeTypes,,,,,,,,,,,,,
6418,23957,kko.RelationTypes,7679,kko.EventTypes,,,,,,,,,,,,,
7727,23957,kko.RelationTypes,7727,kko.MediativeRelations,,,,,,,,,,,,,
3892,23957,kko.RelationTypes,7539,kko.AdjunctualAttributes,,,,,,,,,,,,,
7218,23957,kko.RelationTypes,8662,kko.Agents,,,,,,,,,,,,,
2091,23957,kko.RelationTypes,9593,kko.Eukaryotes,,,,,,,,,,,,,
5093,23957,kko.RelationTypes,8063,kko.Places,,,,,,,,,,,,,
7049,23957,kko.RelationTypes,7049,kko.SituationTypes,,,,,,,,,,,,,
2315,23957,kko.RelationTypes,6050,kko.Information,,,,,,,,,,,,,
1860,23957,kko.RelationTypes,7087,kko.Animals,,,,,,,,,,,,,
2891,23957,kko.RelationTypes,5524,kko.SocialSystems,,,,,,,,,,,,,
4580,23957,kko.RelationTypes,4848,kko.Organizations,,,,,,,,,,,,,
1988,23957,kko.RelationTypes,4486,kko.Society,,,,,,,,,,,,,
2077,23957,kko.RelationTypes,3887,kko.IntrinsicAttributes,,,,,,,,,,,,,
3407,23957,kko.RelationTypes,4396,kko.LocationPlace,,,,,,,,,,,,,
