,,,,count,size_1,r1,r2,kko_1,size_2,kko_2,kko_1 %,kko_2 %,,,remaining STs,count,,
5.3,18,31,42,22,1085,18,22,VisualInfo,453,AudioInfo,2.0%,4.9%,,,,,,
5.3,18,31,42,0,1085,18,23,VisualInfo,929,OrganicChemistry,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,24,VisualInfo,11013,LivingThings,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,25,VisualInfo,9593,Eukaryotes,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,26,VisualInfo,2303,Plants,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,27,VisualInfo,7087,Animals,0.0%,0.0%,,,,,,
5.3,18,31,42,1,1085,18,28,VisualInfo,21374,OrganicMatter,0.1%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,29,VisualInfo,3641,Persons,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,30,VisualInfo,8662,Agents,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,31,VisualInfo,922,Diseases,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,32,VisualInfo,4848,Organizations,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,33,VisualInfo,187,ProtistsFungus,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,34,VisualInfo,295,BiologicalProcesses,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,35,VisualInfo,2049,Geopolitical,0.0%,0.0%,,,,,,
5.3,18,31,42,0,1085,18,36,VisualInfo,273,Prokaryotes,0.0%,0.0%,,,,,,
5.3,18,31,42,105,1085,18,37,VisualInfo,1456,TopicsCategories,9.7%,7.2%,,,,,,
5.3,18,31,42,104,1085,18,38,VisualInfo,1159,EconomicSystems,9.6%,9.0%,,,,,,
5.3,18,31,42,0,1085,18,39,VisualInfo,179,EmergentKnowledge,0.0%,0.0%,,,,,,
5.3,18,31,42,1,1085,18,40,VisualInfo,652,InquiryMethods,0.1%,0.2%,,,,,,
5.3,18,31,42,107,1085,18,41,VisualInfo,1799,LearningProcesses,9.9%,5.9%,,,,,,
5.3,18,31,42,193,1085,18,42,VisualInfo,5524,SocialSystems,17.8%,3.5%,,,,,,
5.3,18,31,42,90,1085,18,43,VisualInfo,4486,Society,8.3%,2.0%,,,,,,
5.3,18,31,42,950,1085,18,44,VisualInfo,30947,Artifacts,87.6%,3.1%,,,,,,
5.3,18,31,42,0,1085,18,45,VisualInfo,2175,FoodDrink,0.0%,0.0%,,,,,,
5.3,18,31,42,13,1085,18,46,VisualInfo,2063,Facilities,1.2%,0.6%,,,,,,
5.3,18,31,42,569,1085,18,47,VisualInfo,25534,Products,52.4%,2.2%,,,,,,
5.3,18,31,42,20,1085,18,48,VisualInfo,3383,PrimarySectorProduct,1.8%,0.6%,,,,,,
5.3,18,31,42,515,1085,18,49,VisualInfo,19662,SecondarySectorProduct,47.5%,2.6%,,,,,,
5.3,18,31,42,144,1085,18,50,VisualInfo,3258,TertiarySectorService,13.3%,4.4%,,,,,,
5.3,18,31,42,0,1085,18,51,VisualInfo,1701,Drugs,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,1,AVInfo,560,Times,0.0%,0.0%,,,,,,
5.3,18,31,31,752,1526,19,2,AVInfo,8142,TimeTypes,49.3%,9.2%,,,,,,
5.3,18,31,31,752,1526,19,3,AVInfo,7679,EventTypes,49.3%,9.8%,,,,,,
5.3,18,31,31,0,1526,19,4,AVInfo,881,Chemistry,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,5,AVInfo,2675,NaturalMatter,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,6,AVInfo,508,AtomsElements,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,7,AVInfo,1796,NaturalSubstances,0.0%,0.0%,,,,,,
5.3,18,31,31,170,1526,19,8,AVInfo,9514,ActionTypes,11.1%,1.8%,,,,,,
5.3,18,31,31,20,1526,19,9,AVInfo,7049,SituationTypes,1.3%,0.3%,,,,,,
5.3,18,31,31,0,1526,19,10,AVInfo,4396,LocationPlace,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,11,AVInfo,2079,AreaRegion,0.0%,0.0%,,,,,,
5.3,18,31,31,10,1526,19,12,AVInfo,8063,Places,0.7%,0.1%,,,,,,
5.3,18,31,31,1260,1526,19,13,AVInfo,33756,SpaceTypes,82.6%,3.7%,,,,,,
5.3,18,31,31,171,1526,19,14,AVInfo,9159,Forms,11.2%,1.9%,,,,,,
5.3,18,31,31,544,1526,19,15,AVInfo,14707,Shapes,35.6%,3.7%,,,,,,
5.3,18,31,31,573,1526,19,16,AVInfo,959,NaturalPhenomena,37.5%,59.7%,,,,,,
5.3,18,31,31,366,1526,19,20,AVInfo,1909,WrittenInfo,24.0%,19.2%,,,,,,
5.3,18,31,31,407,1526,19,21,AVInfo,2108,StructuredInfo,26.7%,19.3%,,,,,,
5.3,18,31,31,0,1526,19,23,AVInfo,929,OrganicChemistry,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,24,AVInfo,11013,LivingThings,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,25,AVInfo,9593,Eukaryotes,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,26,AVInfo,2303,Plants,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,27,AVInfo,7087,Animals,0.0%,0.0%,,,,,,
5.3,18,31,31,1,1526,19,28,AVInfo,21374,OrganicMatter,0.1%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,29,AVInfo,3641,Persons,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,30,AVInfo,8662,Agents,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,31,AVInfo,922,Diseases,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,32,AVInfo,4848,Organizations,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,33,AVInfo,187,ProtistsFungus,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,34,AVInfo,295,BiologicalProcesses,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,35,AVInfo,2049,Geopolitical,0.0%,0.0%,,,,,,
5.3,18,31,31,0,1526,19,36,AVInfo,273,Prokaryotes,0.0%,0.0%,,,,,,
5.3,18,31,31,105,1526,19,37,AVInfo,1456,TopicsCategories,6.9%,7.2%,,,,,,
5.3,18,31,31,104,1526,19,38,AVInfo,1159,EconomicSystems,6.8%,9.0%,,,,,,
5.3,18,31,31,0,1526,19,39,AVInfo,179,EmergentKnowledge,0.0%,0.0%,,,,,,
5.3,18,31,31,2,1526,19,40,AVInfo,652,InquiryMethods,0.1%,0.3%,,,,,,
5.3,18,31,31,109,1526,19,41,AVInfo,1799,LearningProcesses,7.1%,6.1%,,,,,,
5.3,18,31,31,193,1526,19,42,AVInfo,5524,SocialSystems,12.6%,3.5%,,,,,,
5.3,18,31,31,90,1526,19,43,AVInfo,4486,Society,5.9%,2.0%,,,,,,
5.3,18,31,31,1349,1526,19,44,AVInfo,30947,Artifacts,88.4%,4.4%,,,,,,
5.3,18,31,31,0,1526,19,45,AVInfo,2175,FoodDrink,0.0%,0.0%,,,,,,
5.3,18,31,31,13,1526,19,46,AVInfo,2063,Facilities,0.9%,0.6%,,,,,,
5.3,18,31,31,589,1526,19,47,AVInfo,25534,Products,38.6%,2.3%,,,,,,
5.3,18,31,31,20,1526,19,48,AVInfo,3383,PrimarySectorProduct,1.3%,0.6%,,,,,,
5.3,18,31,31,535,1526,19,49,AVInfo,19662,SecondarySectorProduct,35.1%,2.7%,,,,,,
5.3,18,31,31,144,1526,19,50,AVInfo,3258,TertiarySectorService,9.4%,4.4%,,,,,,
5.3,18,31,31,0,1526,19,51,AVInfo,1701,Drugs,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,1,WrittenInfo,560,Times,0.0%,0.0%,,,,,,
5.3,18,33,33,504,1909,20,2,WrittenInfo,8142,TimeTypes,26.4%,6.2%,,,,,,
5.3,18,33,33,504,1909,20,3,WrittenInfo,7679,EventTypes,26.4%,6.6%,,,,,,
5.3,18,33,33,0,1909,20,4,WrittenInfo,881,Chemistry,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,5,WrittenInfo,2675,NaturalMatter,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,6,WrittenInfo,508,AtomsElements,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,7,WrittenInfo,1796,NaturalSubstances,0.0%,0.0%,,,,,,
5.3,18,33,33,271,1909,20,8,WrittenInfo,9514,ActionTypes,14.2%,2.8%,,,,,,
5.3,18,33,33,0,1909,20,9,WrittenInfo,7049,SituationTypes,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,10,WrittenInfo,4396,LocationPlace,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,11,WrittenInfo,2079,AreaRegion,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,12,WrittenInfo,8063,Places,0.0%,0.0%,,,,,,
5.3,18,33,33,1288,1909,20,13,WrittenInfo,33756,SpaceTypes,67.5%,3.8%,,,,,,
5.3,18,33,33,19,1909,20,14,WrittenInfo,9159,Forms,1.0%,0.2%,,,,,,
5.3,18,33,33,359,1909,20,15,WrittenInfo,14707,Shapes,18.8%,2.4%,,,,,,
5.3,18,33,33,0,1909,20,16,WrittenInfo,959,NaturalPhenomena,0.0%,0.0%,,,,,,
5.3,18,33,33,366,1909,20,18,WrittenInfo,1085,VisualInfo,19.2%,33.7%,,,,,,
5.3,18,33,33,366,1909,20,19,WrittenInfo,1526,AVInfo,19.2%,24.0%,,,,,,
5.3,18,33,33,1611,1909,20,21,WrittenInfo,2108,StructuredInfo,84.4%,76.4%,,,,,,
5.3,18,33,33,0,1909,20,22,WrittenInfo,453,AudioInfo,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,23,WrittenInfo,929,OrganicChemistry,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,24,WrittenInfo,11013,LivingThings,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,25,WrittenInfo,9593,Eukaryotes,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,26,WrittenInfo,2303,Plants,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,27,WrittenInfo,7087,Animals,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,28,WrittenInfo,21374,OrganicMatter,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,29,WrittenInfo,3641,Persons,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,30,WrittenInfo,8662,Agents,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,31,WrittenInfo,922,Diseases,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,32,WrittenInfo,4848,Organizations,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,33,WrittenInfo,187,ProtistsFungus,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,34,WrittenInfo,295,BiologicalProcesses,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,35,WrittenInfo,2049,Geopolitical,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,36,WrittenInfo,273,Prokaryotes,0.0%,0.0%,,,,,,
5.3,18,33,33,5,1909,20,37,WrittenInfo,1456,TopicsCategories,0.3%,0.3%,,,,,,
5.3,18,33,33,311,1909,20,38,WrittenInfo,1159,EconomicSystems,16.3%,26.8%,,,,,,
5.3,18,33,33,15,1909,20,39,WrittenInfo,179,EmergentKnowledge,0.8%,8.4%,,,,,,
5.3,18,33,33,1,1909,20,40,WrittenInfo,652,InquiryMethods,0.1%,0.2%,,,,,,
5.3,18,33,33,123,1909,20,41,WrittenInfo,1799,LearningProcesses,6.4%,6.8%,,,,,,
5.3,18,33,33,594,1909,20,42,WrittenInfo,5524,SocialSystems,31.1%,10.8%,,,,,,
5.3,18,33,33,289,1909,20,43,WrittenInfo,4486,Society,15.1%,6.4%,,,,,,
5.3,18,33,33,1659,1909,20,44,WrittenInfo,30947,Artifacts,86.9%,5.4%,,,,,,
5.3,18,33,33,0,1909,20,45,WrittenInfo,2175,FoodDrink,0.0%,0.0%,,,,,,
5.3,18,33,33,0,1909,20,46,WrittenInfo,2063,Facilities,0.0%,0.0%,,,,,,
5.3,18,33,33,926,1909,20,47,WrittenInfo,25534,Products,48.5%,3.6%,,,,,,
5.3,18,33,33,17,1909,20,48,WrittenInfo,3383,PrimarySectorProduct,0.9%,0.5%,,,,,,
5.3,18,33,33,844,1909,20,49,WrittenInfo,19662,SecondarySectorProduct,44.2%,4.3%,,,,,,
5.3,18,33,33,91,1909,20,50,WrittenInfo,3258,TertiarySectorService,4.8%,2.8%,,,,,,
5.3,18,33,33,0,1909,20,51,WrittenInfo,1701,Drugs,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,1,StructuredInfo,560,Times,0.0%,0.0%,,,,,,
5.3,18,32,32,533,2108,21,2,StructuredInfo,8142,TimeTypes,25.3%,6.5%,,,,,,
5.3,18,32,32,533,2108,21,3,StructuredInfo,7679,EventTypes,25.3%,6.9%,,,,,,
5.3,18,32,32,0,2108,21,4,StructuredInfo,881,Chemistry,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,5,StructuredInfo,2675,NaturalMatter,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,6,StructuredInfo,508,AtomsElements,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,7,StructuredInfo,1796,NaturalSubstances,0.0%,0.0%,,,,,,
5.3,18,32,32,303,2108,21,8,StructuredInfo,9514,ActionTypes,14.4%,3.2%,,,,,,
5.3,18,32,32,14,2108,21,9,StructuredInfo,7049,SituationTypes,0.7%,0.2%,,,,,,
5.3,18,32,32,0,2108,21,10,StructuredInfo,4396,LocationPlace,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,11,StructuredInfo,2079,AreaRegion,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,12,StructuredInfo,8063,Places,0.0%,0.0%,,,,,,
5.3,18,32,32,1292,2108,21,13,StructuredInfo,33756,SpaceTypes,61.3%,3.8%,,,,,,
5.3,18,32,32,20,2108,21,14,StructuredInfo,9159,Forms,0.9%,0.2%,,,,,,
5.3,18,32,32,373,2108,21,15,StructuredInfo,14707,Shapes,17.7%,2.5%,,,,,,
5.3,18,32,32,0,2108,21,16,StructuredInfo,959,NaturalPhenomena,0.0%,0.0%,,,,,,
5.3,18,32,32,407,2108,21,18,StructuredInfo,1085,VisualInfo,19.3%,37.5%,,,,,,
5.3,18,32,32,407,2108,21,19,StructuredInfo,1526,AVInfo,19.3%,26.7%,,,,,,
5.3,18,32,32,1611,2108,21,20,StructuredInfo,1909,WrittenInfo,76.4%,84.4%,,,,,,
5.3,18,32,32,0,2108,21,22,StructuredInfo,453,AudioInfo,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,23,StructuredInfo,929,OrganicChemistry,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,24,StructuredInfo,11013,LivingThings,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,25,StructuredInfo,9593,Eukaryotes,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,26,StructuredInfo,2303,Plants,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,27,StructuredInfo,7087,Animals,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,28,StructuredInfo,21374,OrganicMatter,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,29,StructuredInfo,3641,Persons,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,30,StructuredInfo,8662,Agents,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,31,StructuredInfo,922,Diseases,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,32,StructuredInfo,4848,Organizations,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,33,StructuredInfo,187,ProtistsFungus,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,34,StructuredInfo,295,BiologicalProcesses,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,35,StructuredInfo,2049,Geopolitical,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,36,StructuredInfo,273,Prokaryotes,0.0%,0.0%,,,,,,
5.3,18,32,32,6,2108,21,37,StructuredInfo,1456,TopicsCategories,0.3%,0.4%,,,,,,
5.3,18,32,32,313,2108,21,38,StructuredInfo,1159,EconomicSystems,14.8%,27.0%,,,,,,
5.3,18,32,32,54,2108,21,39,StructuredInfo,179,EmergentKnowledge,2.6%,30.2%,,,,,,
5.3,18,32,32,5,2108,21,40,StructuredInfo,652,InquiryMethods,0.2%,0.8%,,,,,,
5.3,18,32,32,126,2108,21,41,StructuredInfo,1799,LearningProcesses,6.0%,7.0%,,,,,,
5.3,18,32,32,571,2108,21,42,StructuredInfo,5524,SocialSystems,27.1%,10.3%,,,,,,
5.3,18,32,32,265,2108,21,43,StructuredInfo,4486,Society,12.6%,5.9%,,,,,,
5.3,18,32,32,1815,2108,21,44,StructuredInfo,30947,Artifacts,86.1%,5.9%,,,,,,
5.3,18,32,32,0,2108,21,45,StructuredInfo,2175,FoodDrink,0.0%,0.0%,,,,,,
5.3,18,32,32,0,2108,21,46,StructuredInfo,2063,Facilities,0.0%,0.0%,,,,,,
5.3,18,32,32,880,2108,21,47,StructuredInfo,25534,Products,41.7%,3.4%,,,,,,
5.3,18,32,32,16,2108,21,48,StructuredInfo,3383,PrimarySectorProduct,0.8%,0.5%,,,,,,
5.3,18,32,32,793,2108,21,49,StructuredInfo,19662,SecondarySectorProduct,37.6%,4.0%,,,,,,
5.3,18,32,32,96,2108,21,50,StructuredInfo,3258,TertiarySectorService,4.6%,2.9%,,,,,,
5.3,18,32,32,0,2108,21,51,StructuredInfo,1701,Drugs,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,1,AudioInfo,560,Times,0.0%,0.0%,,,,,,
5.3,18,31,41,399,453,22,2,AudioInfo,8142,TimeTypes,88.1%,4.9%,,,,,,
5.3,18,31,41,399,453,22,3,AudioInfo,7679,EventTypes,88.1%,5.2%,,,,,,
5.3,18,31,41,0,453,22,4,AudioInfo,881,Chemistry,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,5,AudioInfo,2675,NaturalMatter,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,6,AudioInfo,508,AtomsElements,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,7,AudioInfo,1796,NaturalSubstances,0.0%,0.0%,,,,,,
5.3,18,31,41,14,453,22,8,AudioInfo,9514,ActionTypes,3.1%,0.1%,,,,,,
5.3,18,31,41,1,453,22,9,AudioInfo,7049,SituationTypes,0.2%,0.0%,,,,,,
5.3,18,31,41,0,453,22,10,AudioInfo,4396,LocationPlace,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,11,AudioInfo,2079,AreaRegion,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,12,AudioInfo,8063,Places,0.0%,0.0%,,,,,,
5.3,18,31,41,416,453,22,13,AudioInfo,33756,SpaceTypes,91.8%,1.2%,,,,,,
5.3,18,31,41,0,453,22,14,AudioInfo,9159,Forms,0.0%,0.0%,,,,,,
5.3,18,31,41,9,453,22,15,AudioInfo,14707,Shapes,2.0%,0.1%,,,,,,
5.3,18,31,41,395,453,22,16,AudioInfo,959,NaturalPhenomena,87.2%,41.2%,,,,,,
5.3,18,31,41,22,453,22,18,AudioInfo,1085,VisualInfo,4.9%,2.0%,,,,,,
5.3,18,31,41,0,453,22,20,AudioInfo,1909,WrittenInfo,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,21,AudioInfo,2108,StructuredInfo,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,23,AudioInfo,929,OrganicChemistry,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,24,AudioInfo,11013,LivingThings,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,25,AudioInfo,9593,Eukaryotes,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,26,AudioInfo,2303,Plants,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,27,AudioInfo,7087,Animals,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,28,AudioInfo,21374,OrganicMatter,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,29,AudioInfo,3641,Persons,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,30,AudioInfo,8662,Agents,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,31,AudioInfo,922,Diseases,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,32,AudioInfo,4848,Organizations,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,33,AudioInfo,187,ProtistsFungus,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,34,AudioInfo,295,BiologicalProcesses,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,35,AudioInfo,2049,Geopolitical,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,36,AudioInfo,273,Prokaryotes,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,37,AudioInfo,1456,TopicsCategories,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,38,AudioInfo,1159,EconomicSystems,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,39,AudioInfo,179,EmergentKnowledge,0.0%,0.0%,,,,,,
5.3,18,31,41,2,453,22,40,AudioInfo,652,InquiryMethods,0.4%,0.3%,,,,,,
5.3,18,31,41,4,453,22,41,AudioInfo,1799,LearningProcesses,0.9%,0.2%,,,,,,
5.3,18,31,41,0,453,22,42,AudioInfo,5524,SocialSystems,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,43,AudioInfo,4486,Society,0.0%,0.0%,,,,,,
5.3,18,31,41,416,453,22,44,AudioInfo,30947,Artifacts,91.8%,1.3%,,,,,,
5.3,18,31,41,0,453,22,45,AudioInfo,2175,FoodDrink,0.0%,0.0%,,,,,,
5.3,18,31,41,0,453,22,46,AudioInfo,2063,Facilities,0.0%,0.0%,,,,,,
5.3,18,31,41,40,453,22,47,AudioInfo,25534,Products,8.8%,0.2%,,,,,,
5.3,18,31,41,0,453,22,48,AudioInfo,3383,PrimarySectorProduct,0.0%,0.0%,,,,,,
5.3,18,31,41,39,453,22,49,AudioInfo,19662,SecondarySectorProduct,8.6%,0.2%,,,,,,
5.3,18,31,41,1,453,22,50,AudioInfo,3258,TertiarySectorService,0.2%,0.0%,,,,,,
5.3,18,31,41,0,453,22,51,AudioInfo,1701,Drugs,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,1,OrganicChemistry,560,Times,0.0%,0.0%,,,,,,
3,16,16,16,293,929,23,2,OrganicChemistry,8142,TimeTypes,31.5%,3.6%,,,,,,
3,16,16,16,293,929,23,3,OrganicChemistry,7679,EventTypes,31.5%,3.8%,,,,,,
3,16,16,16,47,929,23,4,OrganicChemistry,881,Chemistry,5.1%,5.3%,,,,,,
3,16,16,16,48,929,23,5,OrganicChemistry,2675,NaturalMatter,5.2%,1.8%,,,,,,
3,16,16,16,1,929,23,6,OrganicChemistry,508,AtomsElements,0.1%,0.2%,,,,,,
3,16,16,16,0,929,23,7,OrganicChemistry,1796,NaturalSubstances,0.0%,0.0%,,,,,,
3,16,16,16,200,929,23,8,OrganicChemistry,9514,ActionTypes,21.5%,2.1%,,,,,,
3,16,16,16,42,929,23,9,OrganicChemistry,7049,SituationTypes,4.5%,0.6%,,,,,,
3,16,16,16,0,929,23,10,OrganicChemistry,4396,LocationPlace,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,11,OrganicChemistry,2079,AreaRegion,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,12,OrganicChemistry,8063,Places,0.0%,0.0%,,,,,,
3,16,16,16,579,929,23,13,OrganicChemistry,33756,SpaceTypes,62.3%,1.7%,,,,,,
3,16,16,16,36,929,23,14,OrganicChemistry,9159,Forms,3.9%,0.4%,,,,,,
3,16,16,16,549,929,23,15,OrganicChemistry,14707,Shapes,59.1%,3.7%,,,,,,
3,16,16,16,2,929,23,16,OrganicChemistry,959,NaturalPhenomena,0.2%,0.2%,,,,,,
3,16,16,16,46,929,23,17,OrganicChemistry,6050,Information,5.0%,0.8%,,,,,,
3,16,16,16,0,929,23,18,OrganicChemistry,1085,VisualInfo,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,19,OrganicChemistry,1526,AVInfo,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,20,OrganicChemistry,1909,WrittenInfo,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,21,OrganicChemistry,2108,StructuredInfo,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,22,OrganicChemistry,453,AudioInfo,0.0%,0.0%,,,,,,
3,16,16,16,143,929,23,24,OrganicChemistry,11013,LivingThings,15.4%,1.3%,,,,,,
3,16,16,16,27,929,23,25,OrganicChemistry,9593,Eukaryotes,2.9%,0.3%,,,,,,
3,16,16,16,27,929,23,26,OrganicChemistry,2303,Plants,2.9%,1.2%,,,,,,
3,16,16,16,0,929,23,27,OrganicChemistry,7087,Animals,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,29,OrganicChemistry,3641,Persons,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,30,OrganicChemistry,8662,Agents,0.0%,0.0%,,,,,,
3,16,16,16,16,929,23,31,OrganicChemistry,922,Diseases,1.7%,1.7%,,,,,,
3,16,16,16,0,929,23,32,OrganicChemistry,4848,Organizations,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,33,OrganicChemistry,187,ProtistsFungus,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,35,OrganicChemistry,2049,Geopolitical,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,36,OrganicChemistry,273,Prokaryotes,0.0%,0.0%,,,,,,
3,16,16,16,1,929,23,37,OrganicChemistry,1456,TopicsCategories,0.1%,0.1%,,,,,,
3,16,16,16,0,929,23,38,OrganicChemistry,1159,EconomicSystems,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,39,OrganicChemistry,179,EmergentKnowledge,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,40,OrganicChemistry,652,InquiryMethods,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,41,OrganicChemistry,1799,LearningProcesses,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,42,OrganicChemistry,5524,SocialSystems,0.0%,0.0%,,,,,,
3,16,16,16,0,929,23,43,OrganicChemistry,4486,Society,0.0%,0.0%,,,,,,
3,16,16,16,602,929,23,44,OrganicChemistry,30947,Artifacts,64.8%,1.9%,,,,,,
3,16,16,16,34,929,23,45,OrganicChemistry,2175,FoodDrink,3.7%,1.6%,,,,,,
3,16,16,16,0,929,23,46,OrganicChemistry,2063,Facilities,0.0%,0.0%,,,,,,
3,16,16,16,602,929,23,47,OrganicChemistry,25534,Products,64.8%,2.4%,,,,,,
3,16,16,16,602,929,23,48,OrganicChemistry,3383,PrimarySectorProduct,64.8%,17.8%,,,,,,
3,16,16,16,123,929,23,49,OrganicChemistry,19662,SecondarySectorProduct,13.2%,0.6%,,,,,,
3,16,16,16,0,929,23,50,OrganicChemistry,3258,TertiarySectorService,0.0%,0.0%,,,,,,
3,16,16,16,108,929,23,51,OrganicChemistry,1701,Drugs,11.6%,6.3%,,,,,,
